SMILES,lambda_abs (raw),Score,step,dim1,dim2
COc1cc(C2Nc3ccccc3NC2=O)c2ccccc2c1,338.063,0.0043324,12,-1.7264062,6.993817
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(C=C(C#N)S(=O)(=O)c4ccc(N(c5ccc(OCCCCCC)cc5)c5ccc(OCCCCCC)cc5)cc4)s3)cc2)cc1,497.9027,0.7884327,12,5.4532757,7.1210327
CCOc1cc(N)n(-c2ccc(-c3ccc(Cl)c(C(F)(F)F)c3)cc2)n1,326.4428,0.0015672,12,-0.9850566,8.313201
N#CC(=Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1,469.6071,0.9222303,12,8.526684,11.336593
CCCCCCCn1c2ccc(C)cc2c2cc(C(C)=O)c(C)cc21,331.9783,0.0024948,12,0.055376004,8.161339
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(-c4ccc(-c5ccc6ccccc6c5)s4)s3)cc2)cc1,415.1119,0.7609751,12,2.5126054,5.7951202
CCCCCCn1c(=C(C#N)C#N)sc(=Cc2ccc(-c3ccc(-c4ccc5c(c4)C(CCCC)(CCCC)c4cc(F)ccc4-5)cc3)c3nsnc23)c1=O,490.0553,0.8683619,12,0.2887384,8.276144
C(=Cc1nc(C=Cc2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)cs1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,421.995,0.8269785,12,2.6074386,7.053437
CCCCCCN(c1ccc(C=C(C#N)C#N)cc1)c1ccc(-c2ccc(N(c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3cccc(C#N)c3)cc2)cc1,461.6432,0.9076603,12,5.737632,10.653667
N#CC1=Cc2ccccc2OC1c1ccc2ccccc2c1,344.7814,0.0077309,12,-2.1659195,8.590954
Cc1nc(SCc2cccc(N(C)C)c2)n2c1ccc1cc(Cl)ccc12,349.2279,0.0112485,12,-0.37494147,9.466137
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)cc3)cc2)cc1,482.4444,0.9251319,12,4.344307,10.4872055
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(N(c4ccccc4)c4ccc(-c5ccc(-c6cccs6)s5)cc4)cc3)cc2)cc1,401.097,0.4942564,12,3.5387194,5.87836
N#CC(C#N)=Cc1ccc(-c2sc(-c3ccc(C=C(C#N)c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)cc2C#N)s1,480.399,0.9043213,12,8.309509,10.953907
COc1ccc(C=C(C#N)c2nc(-c3ccc(C)cc3)nn2-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,379.2327,0.1338466,12,4.521565,12.082002
CCCCCCOc1ccc(N(c2ccc(C=Cc3ccc(N(c4ccc(OCCCCCC)cc4)c4ccc(N(c5ccccc5)c5ccc(C=C(C#N)C#N)cc5)cc4)cc3)cc2)c2ccc(OCCCCCC)cc2)cc1,459.4972,0.879065,12,4.874084,7.9573903
CN(CCO)c1ccc(C=CC(=O)c2ccc(NC(=O)c3ccc(O)cc3)cc2)cc1,425.3065,0.8819661,12,-1.5689344,10.753913
CCCCCCc1cc(C=C(C#N)C#N)sc1-c1ccc(C=C(C#N)C#N)o1,484.4366,0.9272211,12,5.728838,8.891691
N#CC(C=Cc1ccc(-c2nc(N(c3ccccc3)c3ccccc3)sc2-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)o1)=Cc1ccccc1,470.7933,0.9086061,12,8.120517,11.767985
N#CC(C#N)=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)cc2)s1,414.4609,0.7713993,12,7.261333,8.509234
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3c(O)ccc4ccccc34)cc2)cc1,348.4941,0.0104554,12,1.5030613,6.364872
CCCC1(CCC)C(c2ccc(N(C)C)cc2)=C(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc21,353.4981,0.0161083,12,-0.11660879,9.550056
COc1c(C)cccc1-c1cc(Oc2sc(C=C(C#N)C#N)c3c2OCCO3)sc1-c1ccc(C=C(C#N)C#N)s1,504.1407,0.7687432,12,7.078923,8.342142
C(=Cc1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,438.1308,0.9100775,13,2.4944682,7.6116877
CCN(CC)c1ccc(-c2c3ccc(N(CC)CC)cc3[o+]c3ccc(N(CC)CC)cc23)cc1,574.0556,0.0082212,13,1.0576371,9.811205
CCCCCCOc1ccc(N(c2ccc(OCCCC)cc2)c2ccc(-c3cc(-c4ccc(N(c5ccc(OCCCCCC)cc5)c5ccc(OCCCCCC)cc5)cc4)c(-c4oc(C=C(C#N)C#N)cc4C=C(C#N)C#N)s3)cc2)cc1,553.6681,0.0445325,13,5.030045,7.2542863
c1ccc(-c2cc(-c3ccccc3)[o+]c(-c3ccccc3)c2)cc1,417.9495,0.8168864,13,-1.7394496,7.9527416
CNc1ccc([N+](=O)[O-])cc1,358.3712,0.024988,13,-0.32544744,10.861105
CCCCCCOc1ccc(N(c2ccccc2)c2ccc3c4cc(-n5ccc(C=C(C#N)C#N)c5)ccc4n(CCCCCC)c3c2)cc1,438.4713,0.8897085,13,5.0291195,8.1136265
N#CC(C#N)=Cc1ccc(N(c2ccc(-c3ccc(N(c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4ccc(-c5cccc(C=C(C#N)C#N)c5)s4)cc3)cc2)c2ccc([N+](=O)[O-])cc2)cc1,449.5922,0.8961352,13,7.4267445,11.368828
c1ccc(N(c2ccccc2)c2nc3c(N4c5ccccc5Sc5ccccc54)cccc3s2)cc1,345.2096,0.0078035,13,0.09088522,6.770831
CCCCCCOc1ccc(N(c2ccc(OCCCC)cc2)c2ccc(N(c3ccc(C=C(C#N)C#N)cc3)c3ccc(C=C(C#N)c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)cc2)cc1,467.6964,0.8868535,13,4.9796257,7.984096
N#CC(C#N)=Cc1oc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)nc1-c1ccc(N(c2ccc(-c3ccccc3)cc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,492.0155,0.8614352,13,5.990238,11.367978
COc1cccc(N(c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)o3)cc2)c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)c1,395.0688,0.377051,13,2.359594,5.575215
COc1ccc(N(c2ccc(C=CC=CC3=CC(=C(C#N)C#N)CC3)cc2)c2ccc(N(c3ccc(OC)cc3)c3ccc(OC)cc3)cc2)cc1,532.3752,0.2393892,13,2.9124248,9.666205
CN(C)c1ccc(-c2nc3ccccc3[nH]2)cc1,331.0645,0.0023588,13,-0.36588496,9.636262
CCCCCCCCCC1(Nc2cccc(-c3cccc4cc(N(C)C)ccc34)n2)C=Cc2ccccc21,366.5453,0.0481994,13,-0.14541578,9.177767
N#CC(=Cc1ccc(C(C#N)=Cc2ccc(-c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4sc(-c5ccccc5)nc34)s2)s1)Sc1ccccc1,528.8486,0.2988889,13,9.086242,11.245261
CCCCOc1ccc(OCCCC)c(-c2cnccc2C#N)c1,356.5856,0.0215025,13,-1.5376688,8.643217
CCCCCCOc1ccc(N(c2ccc(CCCC)cc2)c2ccc(N=Nc3ccc(C(=O)Nc4ccc(OC)cc4)cc3Cl)cc2)cc1,465.5815,0.910276,13,0.729333,8.519911
CCCCCCN1C(=O)N(C)C(=O)C(=CC=Cc2ccc(-c3ccc(N(CC)CCCC)c4ccccc34)n2CCCC)C1=S,549.8352,0.0635972,13,0.052974973,8.400498
COc1ccccc1N(c1ccccc1)c1ccc(-c2c3ccccc3nc3ccccc23)cc1,394.9748,0.3850636,13,1.0791811,6.028724
N#CC(C#N)=Cc1ccc(N(c2ccc3c(c2)C(C#N)(C#N)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)c2ccc3ccccc3c2)cc1,455.7924,0.9283353,13,5.2432785,11.995959
CCN(CC)C(C)(C)C,276.0927,1.9e-05,13,-0.38031352,9.049749
COc1ccc(C=CC(=O)c2ccc(NC(=O)c3ccccc3[N+](=O)[O-])cc2)cc1,373.3204,0.0854288,13,-1.3727567,10.335642
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc3cc(-c4ccc(OCC)c(-c5ccc(N(c6ccc(Br)cc6)c6ccc(CCCCCC)cc6)c(C#N)c5)c4)sc3c2)cc1,368.9634,0.0564309,13,4.158026,6.277868
CCCCCCN1CCCc2cc(-c3ccc4c(c3)N(c3ccc(C=C(C#N)c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc3)c3ccccc3C4(C)C)ccc21,420.499,0.7969956,13,4.8331556,12.144146
CC(C)(C)c1ccc2ccn(-c3ccc(-c4cc(-c5cccc(N6c7ccccc7Oc7ccccc76)c5)nc(-c5cccc6ccccc56)n4)cc3)c2c1,350.9128,0.0126592,13,-2.1334348,7.5758758
CCCCn1c2ccc(-c3nc(-c4ccc(C)cc4)c(C=C(C#N)C#N)s3)cc2c2cc3c(cc21)C(=O)N(C(C)(C)C)C3,467.1612,0.9315944,13,5.978318,9.076171
CCCCN1C(c2ccc(Cl)cc2)=C(c2cc(-c3ccc(Cl)cc3)c3[n+](C)cnc4ccccc4c2-3)C(c2ccccc2)=C2CCC21,466.7293,0.9256955,13,-1.2115657,7.9830437
COc1ccc(N(c2ccc(OC)cc2)c2cccc(-c3ccc(-n4c(=O)sc5ccsc5c4=O)s3)c2)cc1,408.8343,0.664444,13,2.5612333,5.7426467
CCN(CC)c1ccc(N=Nc2ccc(-c3ccc(N=Nc4ccc([N+](=O)[O-])cc4[N+](=O)[O-])cc3)cc2)cc1,488.4926,0.8808403,13,1.5012609,9.7865
CCCCCCOc1c(N=Nc2ccc(-c3nc4ccccc4n3-c3ccc(C(=O)Nc4ccc(C(F)(F)F)cc4)cc3)cc2)cc(C(C)(C)C)cc1N(CC)CC,440.4499,0.8953877,13,0.4494271,8.660664
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(N(c4ccc(C=C(C#N)c5cccc(N(C)C)c5)cc4)c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3c2N(C)c2ccccc2S3)cc1,419.2641,0.7845404,13,4.4705787,12.086355
CCCCCCc1ccc2ccc(-c3ccc(-c4ccc(-c5ccc(N(c6ccc(OCCCC)cc6)c6ccc(OCCCC)cc6)cc5)cc4)s3)nc2c1,397.709,0.4262038,13,3.7281346,5.97088
Cc1ccc(N(c2ccc(C=C(C#N)C#N)cc2)c2ccc(C=C(C#N)C#N)cc2)cc1,471.9663,0.9554274,13,4.818348,10.803138
C=CCn1c(=Cc2ccccc2)sc(=Cc2ccc(C=C(C#N)C#N)o2)c1=O,511.2396,0.6812903,13,4.9196744,9.345738
Fc1c(F)c(F)c(OC2(c3ccc(C(F)(F)F)cc3)C3CC4CC(C3)CC2C4)c(F)c1F,279.6064,2.51e-05,13,-0.9751481,8.582918
CCCCCCCCN(c1ccc(C=C(C#N)C#N)cc1)c1ccc(-c2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)cc1,455.2584,0.9079401,13,7.3265834,9.982333
CCCCN(CCCC)c1ccc(-c2nc3ccc4c5ccccc5n(CC)c4c3c(-c3cccc(C#N)c3)c2-c2ccc(N(C)C)cc2)cc1,394.1587,0.3600311,13,0.9476022,8.748223
N#CC(C#N)=Cc1ccc(-c2sc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2C#N)s1,504.8633,0.7644107,13,9.102419,10.85032
CCN(CC)c1ccc(C=Cc2ccc(C=C(C#N)C#N)o2)cc1,522.4382,0.4530018,13,3.6400235,10.20308
CCCCCCN1CCCc2cc(-c3ccc4c(c3)C(=Cc3ccc(-c5ccc(N(c6ccccc6)c6ccc(C=C(C#N)c7ccc(N(c8ccccc8)c8ccccc8)cc7)cc6)s5)s3)C(=O)N4)ccc21,490.3838,0.8447646,13,7.797632,11.460733
CNc1ccc2c3c(cccc13)CC(=O)N2,363.3784,0.0386158,13,-1.1350782,8.691011
COc1ccc(-c2sc(C=C(C#N)C#N)cc2-c2ccc(N(c3ccccc3)c3ccccc3)s2)cc1,489.5739,0.8909411,13,8.866908,10.740173
CCN(CC)c1ccc(S(=O)(=O)Cc2cc(=S)c(CCc3ccc(C(C)(C)C)s3)n[nH]2)cc1,431.8565,0.9112191,13,1.1719496,9.664258
CCN(CC)c1ccc(-c2ccc(-c3ccc(-c4nc(-c5ccc(N(C)C)cc5)c(-c5ccc(F)cc5)[nH]4)cc3)s2)cc1,387.8941,0.2489975,13,0.78916955,9.536319
Fc1ccc(N(c2ccc(-c3ccc(C=Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)cc2)c2ccc3c(c2)-c2cc(-c4ncccn4)ccc2CC3)cc1,426.3952,0.858465,13,2.6368644,7.1765614
Cc1ccc(S(=O)(=O)N=c2ccc3ccc(N4CCCCC4)cc3o2)cc1,412.7728,0.7582416,13,-0.7848669,8.890478
CCCCOc1ccc(N(c2ccc(OCCCC)cc2)c2ccc(-c3sc4cc(C=C(C#N)C#N)sc4c3-c3ccc(N(CC)CC)cc3)cc2)cc1,517.4145,0.5240806,13,5.031158,7.2783823
N#CC(C#N)=Cc1cc2cc3cc(-c4ccc([N+](=O)[O-])c(OCC(F)(F)F)c4)sc3cc2s1,439.0312,0.9124497,13,6.599955,8.529986
CCCC[n+]1c(O)[nH]c2cc3ccccc3c(-c3ccccc3)c21,355.1374,0.0188569,13,-1.2500206,7.8895497
c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5ccncc5)c5nsnc45)s3)cc2)cc1,472.5561,0.9330571,14,1.9083499,4.924255
N#CC(C#N)=Cc1c(N(c2ccccc2)c2ccccc2)cnc2ccccc12,473.9935,0.9502432,14,5.9348397,12.161688
CCCCCCN(c1ccc(C=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccc(CCCC)cc3)cc2)cc1)c1ccc(-c2ccc(N(c3ccccc3)c3ccc(O)cc3)cc2)cc1,402.5816,0.5224258,14,3.4233713,8.341776
Cc1ccc(N(c2ccc(C=C(C#N)C#N)cc2)c2cc3c(s2)sc2ccc(-c4ccc(C#N)s4)cc23)cc1,466.9896,0.9332402,14,7.3675337,10.800045
CCCCCCCC[n+]1ccc(C=Cc2ccc(-c3cc4sc(-c5ccc(C=C(C#N)C#N)s5)cc4s3)s2)cc1,521.2784,0.4469401,14,6.1965857,8.720063
CN(C)c1ccc(C2c3cc(Br)ccc3C(=O)N2c2ccccc2)cc1,335.1412,0.0033348,14,-0.3525305,9.8232
CCCCCCN(CCc1ccccc1)c1ccc(-c2ccc3nnc(=S)[nH]c3c2)cc1,481.9529,0.9187297,14,1.0573564,8.297485
CCN(CC)c1ccc(C=c2sc3n(c2=O)CCCC(=C(C#N)C#N)C=3)cc1,508.412,0.7389433,14,3.3972814,10.185378
Cc1ccc(N(c2ccc(F)cc2)c2cc(-c3cc4ccccc4o3)ccc2-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)o2)cc1,398.5645,0.4529214,14,0.97753376,5.566997
CCCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3sc(-c4ccc(N(c5ccc(Cl)cc5)c5ccc(OCC)cc5)cc4)cc3-c3cc([N+](=O)[O-])ccc3Cl)cc2)cc1,420.2422,0.7755525,14,3.886076,6.157718
CCN(CC)c1ccc2c(C=C(C#N)C#N)c3cc(N(CC)CC)ccc3cc2c1,562.4938,0.0228393,14,3.6687057,10.146634
CCCCCCOc1ccc(N(c2ccc(C=Cc3cc(-c4ccc(C=C(C#N)C#N)cc4N(c4ccccc4)c4ccccc4)ccc3OC)cc2)c2ccc(C=C(C#N)C#N)cc2)cc1,460.9107,0.8954525,14,4.890018,7.8543916
Nc1ccc(N(CCCS(=O)(=O)O)c2ccc3ccccc3c2)cc1,359.5115,0.0274858,14,-2.2728908,8.361438
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(-c4ccc(C=Cc5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)s3)cc2)cc1,451.3185,0.9013676,14,3.7128305,6.448212
CCCCOc1ccc(N(c2ccc(OCCCC)cc2)c2ccc(-c3ccc(-c4ccc(N(CCCC)c5ccc(C=C(C#N)c6ccc(N(c7ccccc7)c7ccccc7)s6)cc5)cc4)s3)cc2)cc1,473.8167,0.8868648,14,5.456982,7.876319
Cc1nc2cc(N(c3ccccc3)c3ccccc3)ccc2n1C,323.7602,0.0012307,14,0.53663963,5.8526793
N#CC(C#N)=Cc1ccc2c(c1)c1ccccc1n2-c1ccc(-n2c3ccccc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1,403.8229,0.5663228,14,5.670653,10.067607
CCCCn1c(=C(C#N)C#N)sc(=Cc2ccc(C=Cc3ccc(N(C)C)cc3)o2)c1=O,534.1672,0.22377,14,3.4390168,9.834727
CCCCCCOc1ccc(N(c2ccc(-c3nc(C=C(C#N)C#N)cc(-c4ccc5c(c4)OCCCO5)n3)cc2)c2cccc(Cl)c2)cc1,451.1321,0.9121732,14,4.923944,7.442806
COc1ccccc1-c1cc(-c2ccccc2)nc(Nc2ccccc2)c1C#N,371.8991,0.0773784,14,-2.3421354,7.158248
CCCC(=O)Nc1ccc2c(c1)c1ccc(SC)cc1n2C,343.3495,0.0068659,14,-0.70516217,9.172067
[C-]#[N+]C(C#N)=Cc1ccc(N(c2ccc(C=C(C#N)C#N)cc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)cc4)s3)cc2)cc1,463.1728,0.9177002,14,9.177668,9.689873
CCCCc1ccc(N(c2ccc(C=C(C#N)C#N)cc2)c2ccc(-c3cc4c(s3)sc3cc(N(c5ccccc5)c5ccccc5)ccc34)cc2)cc1,459.9432,0.9235076,14,6.89992,11.073272
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(-c4ccc(Oc5ccc(N(c6ccc(N(c7ccccc7)c7ccc(OCCCCCC)cc7)cc6)c6ccc(-c7ccc(C=C(C#N)C#N)s7)s6)cc5)cc4)cc3)cc2)cc1,527.7573,0.3072734,14,5.657173,7.2733717
N#CC(Cl)=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccc(C=C(C#N)C#N)cc4)cc3)s2)s1,469.7232,0.9296056,14,8.126968,10.543146
c1ccc(N(c2ccccc2)c2ccc(-c3cccc4ccccc34)cc2)cc1,336.3193,0.0036363,14,1.1725475,5.2237377
N#CC(C#N)=Cc1ccc(C=Cc2ccc(N(c3ccc(C=Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3ccc(-c4ccc(C=C(C#N)C#N)s4)cc3)cc2)s1,506.8322,0.7149937,14,7.684505,10.537811
CC(C)(C)c1ccc(-c2ccc(-c3ccc(-c4ccc(C=C(C#N)C#N)s4)cc3)s2)cc1,454.2684,0.9474008,14,7.2796745,8.316307
CCCCCC[n+]1ccc(C=Cc2cc3c(s2)N(CCCC)c2ccc(C=Cc4ccc(N(c5ccc(CCCC)cc5)c5ccc(OCCCC)cc5)c5nsnc45)cc2S3)cc1,551.2518,0.055003,14,3.4634771,6.938298
C[n+]1c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(C=C(C#N)C#N)nc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,500.2694,0.8019385,14,6.113719,12.3110695
CN(C)c1ccc(C=Cc2sc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,511.0631,0.6900003,14,-0.22073984,10.381487
N#CC(C#N)=Cc1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(C=C(C#N)C#N)s4)s3)cc2)cc1,482.5342,0.9112103,14,8.296857,10.468282
CCN(CC)c1ccc2cc(C=C3C(=O)N(CC)c4ccccc43)c(=O)oc2c1,492.9003,0.8977606,14,1.2933693,10.095681
CCN(CC)c1ccc2oc(=O)cc(-c3ccc4cnccc4c3)c2c1,416.9712,0.8096752,14,1.2219177,10.1126585
CC1(C)c2ccccc2N(c2ccc(-c3ccc(-c4ccc(-c5ccc(N(c6ccc(C=C(C#N)C#N)cc6)c6ccc(C=C(C#N)C#N)cc6)cc5)s4)s3)cc2)c2ccccc21,453.1338,0.9216381,14,7.029108,11.222586
CCCCCCCCN(c1ccc(-c2ccc(C=C(C#N)C#N)s2)cc1)c1ccc(C=Nc2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1F,491.2315,0.8484002,14,7.4976053,9.914978
CCCCCCN(c1ccc(C=C(C#N)c2nc3ccccc3s2)cc1)c1ccc2c(c1)C(C)(C)c1cc(-n3c4ccccc4c4ccccc43)ccc1-2,469.4548,0.9143294,14,5.5717463,10.470397
CC1(C)c2ccccc2-c2cc(-c3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)nc(-c4ccncc4)n3)ccc21,372.2245,0.0771954,14,1.043434,5.655404
CCCCCCOc1ccc(N(c2ccc(C=C(C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(-c3ccc(N(CCCCCC)c4ccc(C=C(C#N)C#N)cc4)cc3)cc2)cc1,454.6299,0.8863395,14,5.03301,8.045784
CCCCCCN(CCCCCC)c1ccc(Nc2ccc(-c3ccc(-c4ccc(N(c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)s3)cc2)cc1,422.5736,0.8107857,14,1.90495,5.8067975
c1ccc2c(-n3c4ccccc4c4c5ccccc5ccc43)cccc2c1,333.9618,0.002955,14,-2.271516,7.6641927
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(-c4cc(-c5ccc([N+](=O)[O-])cc5)sc4-c4ccc5cc(-c6ccc(N(c7ccccc7)c7ccc([N+](=O)[O-])cc7)cc6)oc5c4)s3)cc2)cc1,424.1959,0.826755,14,2.4206293,5.628785
CCCCOc1ccc(N(c2ccc(-c3cc4cc(N(c5ccc(-c6ncc[nH]6)cc5)c5ccc(N(CC)CC)cc5)c5ccccc5c4s3)cc2)c2ccc(N3c4ccccc4C(C)(C)C3(C)C)cc2)cc1,409.6887,0.6623213,14,3.5492623,5.984639
COc1ccc(-c2csc(-c3ccco3)n2)cc1OC,338.9958,0.0047063,14,-2.1136696,6.9429092
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccc(C=C(C#N)C#N)cc5)cc4)s3)c(F)c2)cc1,458.6917,0.9236376,14,7.569956,11.2128725
N#CC(C#N)=Cc1ccc(C=Cc2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1,507.4973,0.7260612,14,8.998479,10.604948
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(C=Cc4ccc5ccccc5c4C=C(F)c4ccc(C#N)s4)s3)cc2)cc1,455.2317,0.9257999,14,2.5704336,6.231087
N#CC(Br)=Cc1ccc(N(c2ccc(Br)cc2)c2ccc(C=C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,427.6975,0.8541801,14,4.539189,11.450404
CCCCCCOc1ccc(N(c2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,403.8454,0.5506994,14,3.5092633,6.9583
CCCCCCCCn1c2ccccc2c2cc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(N(c9ccc(OC)cc9)c9ccc(OCCCCCC)cc9)cc8)cc7)s6)s5)s4)s3)ccc21,432.0608,0.8628959,14,3.1792934,6.0260663
CN(C)c1ccc(C=Cc2nc3c(cc2-c2ccc(N(C)C)cc2)oc2ccccc23)cc1,386.7818,0.2346942,14,-0.2570244,9.872928
FC(F)(F)c1ccc(N=c2sc(-c3cc4ccccc4o3)nn2-c2ccccc2)cc1,372.2266,0.0784212,14,-1.6926179,8.100472
CCN(CC)c1ccc2c(-c3ccc(NS(=O)(=O)c4ccc(C)cc4)cc3)c3ccc(=N)cc-3oc2c1,523.0586,0.4252284,14,0.6835028,10.138502
CCCCCCOc1ccc(N(c2ccc(Nc3ccc(-c4ccc(-c5ccc(C=C(C#N)C#N)s5)c(F)c4)cc3)cc2)c2ccc(S(=O)(=O)Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,466.8167,0.8986514,15,5.6329107,7.175136
CCCCCCN(CCCCCC)c1ccc(N2c3ccc(-c4ccc(N(c5ccc(C=C(C#N)C#N)cc5)c5ccc(C=C(C#N)c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)cc4)cc3Sc3c2ccc2ccccc32)cc1,452.6631,0.8844605,15,6.1197257,10.898495
COc1ccc(N(c2ccccc2)c2ccc(Oc3ccc(C=C(C#N)c4cccs4)cc3)cc2)cc1,396.478,0.4134975,15,4.514595,11.876629
CCCC[n+]1ccc(-c2ccc(-c3ccc(-c4ccc5c(ccn5-c5ccc(C=C(C#N)C#N)cc5)c4)s3)cc2)cc1,433.5478,0.8921348,15,6.5899677,9.501698
CCCCN(CCCC)c1ccc(C=c2[nH]c(=O)c(=Cc3ccc(N(C)C)cc3)s2)cc1,456.091,0.9630839,15,1.377846,8.482254
CCc1cccc(CC)c1Nc1ccc2ccc(=O)oc2c1,363.531,0.0390736,15,-1.1731243,8.70448
N#CC(C#N)(C#N)c1ccc(-n2c3ccccc3c3ccc4ccccc4c32)cc1,367.7821,0.0547124,15,-1.2030445,7.1271424
CCN(CC)c1ccc2c(=Nc3ccc(Br)cc3)cc(C)oc2c1,377.4705,0.1212453,15,1.0881824,10.027113
N#CC(=Cc1ccccc1Oc1ccccc1)c1ccc([N+](=O)[O-])cc1,370.1697,0.0660724,15,0.17455724,11.226205
CCCCn1c(=O)ccc2cnc(NCC)nc21,350.259,0.0125854,15,-0.3263282,8.536321
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(C=Cc4ccc(N(c5ccc(C=C(C#N)C#N)cc5)c5ccc(OC)cc5)cc4)s3)cc2)cc1,466.4377,0.893467,15,5.489641,7.307227
N#CC(C#N)=Cc1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)cc2)cc1,459.7464,0.9303539,15,7.4768972,11.252604
CCCCCCn1c2cc(C)ccc2c2ccc(-c3ccc(-c4scnc4C)s3)cc21,374.023,0.0897376,15,0.3506636,7.818791
CCCCC(CC)COc1sc(-c2ccc(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)s2)c(F)c1-c1ccc(-c2sc(C=C(C#N)C#N)cc2-c2cccs2)s1,493.0095,0.8501307,15,6.6082187,9.592948
N#CC(=Cc1ccc(N(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2c(Cl)cccc2C#N)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,427.9496,0.8592312,15,4.1690784,12.103643
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cc4cc(C=C5N(C)c6ccccc6C5(C)C)ccc4s3)cc2)cc1,382.0596,0.1654644,15,2.36394,6.106133
