dataset,chembl_id,pref_name,smiles,inchikey,scaffold_class,core_name_ru,core_smiles,ring_system,chem_class,typical_use,core_examples,all_matched_cores,n_matched_cores,is_multicore,murcko_scaffold,murcko_generic,mw,heavy_atoms,clogp,tpsa,hbd,hba,rotb,rings,aromatic_rings,fsp3,n_stereocenters,qed,max_phase,natural_product
chembl_scaffold_classes_set2,CHEMBL4167938,,Cc1nn(Cc2ccc(Cl)cc2C(F)(F)F)c2ccc(/C=C3\SC(=O)N(CC(=O)O)C3=O)cc12,WTRPYSLSPJGGOO-WSVATBPTSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1NC(=O)C(=Cc2ccc3c(cnn3Cc3ccccc3)c2)S1,CC1CC(C)C(CC2CCC3C(CC4CCCCC4)CCC3C2)C1,509.89,34,5.186,92.5,1,5,5,4,3,0.1818,0,0.48,,0
chembl_scaffold_classes_set2,CHEMBL4167944,,O=C1NC(=O)/C(=C/c2ccc(OCC(O)COC(=O)c3cccnc3)cc2)S1,SFSYQRZAAZHPIH-PXNMLYILSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1NC(=O)C(=Cc2ccc(OCCCOC(=O)c3cccnc3)cc2)S1,CC1CC(C)C(CC2CCC(CCCCCC(C)C3CCCCC3)CC2)C1,400.41,28,2.002,114.82,2,8,7,3,2,0.1579,1,0.54,,0
chembl_scaffold_classes_set2,CHEMBL4168072,,O=C1S/C(=C\c2ccc3c(cnn3Cc3ccc(Cl)cc3C(F)(F)F)c2)C(=O)N1[C@@H]1CCNC[C@H]1O,URMBCLYWOMRBAV-XMZCPZMQSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1SC(=Cc2ccc3c(cnn3Cc3ccccc3)c2)C(=O)N1C1CCNCC1,CC1CC(CC2CCC3C(CC4CCCCC4)CCC3C2)C(C)C1C1CCCCC1,536.96,36,4.516,87.46,2,6,4,5,3,0.2917,2,0.48,,0
chembl_scaffold_classes_set2,CHEMBL4169272,,COc1ccc(Cn2ncc3cc(/C=C4\SC(=O)N(CCN5CCOCC5)C4=O)ccc32)c(C(F)(F)F)c1,DXPMKZCKSAWGQG-QRVIBDJDSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1SC(=Cc2ccc3c(cnn3Cc3ccccc3)c2)C(=O)N1CCN1CCOCC1,CC1CC(CC2CCC3C(CC4CCCCC4)CCC3C2)C(C)C1CCC1CCCCC1,546.57,38,4.481,76.9,0,7,7,5,3,0.3462,0,0.4,,0
chembl_scaffold_classes_set2,CHEMBL4169919,,CN(C)S(=O)(=O)NC(=O)CN1C(=O)S/C(=C\c2ccc3c(cnn3Cc3ccc(Cl)cc3C(F)(F)F)c2)C1=O,CNXSUDPJUXNIAR-UWVJOHFNSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1NC(=O)C(=Cc2ccc3c(cnn3Cc3ccccc3)c2)S1,CC1CC(C)C(CC2CCC3C(CC4CCCCC4)CCC3C2)C1,602.02,39,3.716,121.68,1,7,7,4,3,0.2174,0,0.41,,0
chembl_scaffold_classes_set2,CHEMBL4170105,,COc1ccc(C(=O)OCC(O)COc2ccc(/C=C3\SC(=O)NC3=O)cc2)c(OC)c1,UXXSXRJCUBZYRE-OCKHKDLRSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1NC(=O)C(=Cc2ccc(OCCCOC(=O)c3ccccc3)cc2)S1,CC1CC(C)C(CC2CCC(CCCCCC(C)C3CCCCC3)CC2)C1,459.48,32,2.624,120.39,2,9,9,3,2,0.2273,1,0.43,,0
chembl_scaffold_classes_set2,CHEMBL4170146,,O=C1NC(=O)/C(=C/c2ccc3c(c2)OCCO3)S1,CUJCHVKOAKXLJG-POHAHGRESA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1NC(=O)C(=Cc2ccc3c(c2)OCCO3)S1,CC1CC(C)C(CC2CCC3CCCCC3C2)C1,263.27,18,1.782,64.63,1,5,1,3,1,0.1667,0,0.78,,0
chembl_scaffold_classes_set2,CHEMBL4170236,,COc1ccc(Cn2ncc3cc(/C=C4\SC(=O)N(CCN5CCCC5)C4=O)ccc32)c(C(F)(F)F)c1,ZEYSCDZTWZRETO-QRVIBDJDSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1SC(=Cc2ccc3c(cnn3Cc3ccccc3)c2)C(=O)N1CCN1CCCC1,CC1CC(CC2CCC3C(CC4CCCCC4)CCC3C2)C(C)C1CCC1CCCC1,530.57,37,5.244,67.67,0,6,7,5,3,0.3462,0,0.39,,0
chembl_scaffold_classes_set2,CHEMBL4170306,,CN1CCC[C@H]1CN1C(=O)S/C(=C\c2ccc3c(cnn3Cc3ccc(Cl)cc3C(F)(F)F)c2)C1=O,TVPYNKUUVCOTPS-QSLAWHRQSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1SC(=Cc2ccc3c(cnn3Cc3ccccc3)c2)C(=O)N1CC1CCCN1,CC1CC(CC2CCC3C(CC4CCCCC4)CCC3C2)C(C)C1CC1CCCC1,534.99,36,5.887,58.44,0,5,5,5,3,0.32,1,0.38,,0
chembl_scaffold_classes_set2,CHEMBL4171282,,O=C(O)CN1C(=O)S/C(=C\c2ccc3c(cnn3Cc3ccc(C(F)(F)F)cc3C(F)(F)F)c2)C1=O,TYQHYNNOGSQYJV-FMQZQXMHSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1NC(=O)C(=Cc2ccc3c(cnn3Cc3ccccc3)c2)S1,CC1CC(C)C(CC2CCC3C(CC4CCCCC4)CCC3C2)C1,529.42,36,5.243,92.5,1,5,5,4,3,0.1818,0,0.36,,0
chembl_scaffold_classes_set2,CHEMBL4171419,,O=C1S/C(=C\c2ccc3c(cnn3Cc3ccc(Cl)cc3C(F)(F)F)c2)C(=O)N1[C@@H]1CCNC[C@H]1F,PDYXJCQUFQXOJK-HGGCSDQNSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1SC(=Cc2ccc3c(cnn3Cc3ccccc3)c2)C(=O)N1C1CCNCC1,CC1CC(CC2CCC3C(CC4CCCCC4)CCC3C2)C(C)C1C1CCCCC1,538.95,36,5.493,67.23,1,5,4,5,3,0.2917,2,0.35,,0
chembl_scaffold_classes_set2,CHEMBL4171564,,CC(NCC(O)COc1ccc(/C=C2\SC(=O)N(Cc3ccccc3Br)C2=O)cc1)c1ccccc1,KEJPOOMUROXPIW-YSMPRRRNSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1SC(=Cc2ccc(OCCCNCc3ccccc3)cc2)C(=O)N1Cc1ccccc1,CC1CC(CC2CCC(CCCCCCC3CCCCC3)CC2)C(C)C1CC1CCCCC1,567.51,36,5.776,78.87,2,6,10,4,3,0.2143,2,0.3,,0
chembl_scaffold_classes_set2,CHEMBL4172209,,O=C1S/C(=C\c2ccc3c(cnn3Cc3ccc(Cl)cc3C(F)(F)F)c2)C(=O)N1C1CCN(CCO)CC1,KQTLUHSOTNWOAQ-FMCGGJTJSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1SC(=Cc2ccc3c(cnn3Cc3ccccc3)c2)C(=O)N1C1CCNCC1,CC1CC(CC2CCC3C(CC4CCCCC4)CCC3C2)C(C)C1C1CCCCC1,565.02,38,5.25,78.67,1,6,6,5,3,0.3462,0,0.41,,0
chembl_scaffold_classes_set2,CHEMBL4172522,,O=C1S/C(=C\c2ccc3c(cnn3Cc3ccc(Cl)cc3C(F)(F)F)c2)C(=O)N1C[C@H]1COCCN1,IVAGGJMBSIVHFX-PXSLILGDSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1SC(=Cc2ccc3c(cnn3Cc3ccccc3)c2)C(=O)N1CC1COCCN1,CC1CC(CC2CCC3C(CC4CCCCC4)CCC3C2)C(C)C1CC1CCCCC1,536.96,36,4.782,76.46,1,6,5,5,3,0.2917,1,0.47,,0
chembl_scaffold_classes_set2,CHEMBL4172523,,O=C(O)CN1C(=O)S/C(=C\c2ccccc2Br)C1=O,CZETZIWZPIOKOY-UITAMQMPSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1NC(=O)C(=Cc2ccccc2)S1,CC1CC(C)C(CC2CCCCC2)C1,342.17,19,2.57,74.68,1,4,3,2,1,0.0833,0,0.85,,0
chembl_scaffold_classes_set2,CHEMBL4173278,,CS(=O)(=O)NC(=O)CN1C(=O)S/C(=C\c2ccc3c(cnn3Cc3ccc(Cl)cc3C(F)(F)F)c2)C1=O,SFOYPPNNXKWZGN-WSVATBPTSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1NC(=O)C(=Cc2ccc3c(cnn3Cc3ccccc3)c2)S1,CC1CC(C)C(CC2CCC3C(CC4CCCCC4)CCC3C2)C1,572.97,37,3.869,118.44,1,7,6,4,3,0.1818,0,0.45,,0
chembl_scaffold_classes_set2,CHEMBL4173559,,O=C1S/C(=C\c2ccc(OCC(O)CNCc3ccccn3)cc2)C(=O)N1Cc1ccc(F)cc1,FQLWMIOTPSRFEC-CFRMEGHHSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1SC(=Cc2ccc(OCCCNCc3ccccn3)cc2)C(=O)N1Cc1ccccc1,CC1CC(CC2CCC(CCCCCCC3CCCCC3)CC2)C(C)C1CC1CCCCC1,493.56,35,3.987,91.76,2,7,10,4,3,0.1923,1,0.41,,0
chembl_scaffold_classes_set2,CHEMBL4173757,,CN1CCC(N2C(=O)S/C(=C\c3ccc4c(cnn4Cc4ccc(Cl)cc4C(F)(F)F)c3)C2=O)CC1,AUBURUGPSNXIHB-JJFYIABZSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1SC(=Cc2ccc3c(cnn3Cc3ccccc3)c2)C(=O)N1C1CCNCC1,CC1CC(CC2CCC3C(CC4CCCCC4)CCC3C2)C(C)C1C1CCCCC1,534.99,36,5.887,58.44,0,5,4,5,3,0.32,0,0.39,,0
chembl_scaffold_classes_set2,CHEMBL4174355,,O=C1NC(=O)/C(=C/c2ccc(O)c([N+](=O)[O-])c2)S1,CNQAUUWTCOSDSC-YWEYNIOJSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1NC(=O)C(=Cc2ccccc2)S1,CC1CC(C)C(CC2CCCCC2)C1,266.23,18,1.624,109.54,2,6,2,2,1,0.0,0,0.48,,0
chembl_scaffold_classes_set2,CHEMBL4174603,,O=C(Cc1ccc(Cl)cc1)OCC(O)COc1ccc(/C=C2\SC(=O)NC2=O)cc1,WMJSZSKLYVDEPK-NVMNQCDNSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C(Cc1ccccc1)OCCCOc1ccc(C=C2SC(=O)NC2=O)cc1,CC(CCCCCC1CCC(CC2CC(C)CC2C)CC1)CC1CCCCC1,447.9,30,3.19,101.93,2,7,8,3,2,0.1905,1,0.47,,0
chembl_scaffold_classes_set2,CHEMBL4174609,,O=C1S/C(=C\c2ccc(OCC(O)CNCc3cccnc3)cc2)C(=O)N1Cc1ccccc1,NAJQRCWSYZVIEW-CFRMEGHHSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1SC(=Cc2ccc(OCCCNCc3cccnc3)cc2)C(=O)N1Cc1ccccc1,CC1CC(CC2CCC(CCCCCCC3CCCCC3)CC2)C(C)C1CC1CCCCC1,475.57,34,3.848,91.76,2,7,10,4,3,0.1923,1,0.43,,0
chembl_scaffold_classes_set2,CHEMBL4174736,,O=C1S/C(=C\c2ccc3c(cnn3Cc3ccc(Cl)cc3C(F)(F)F)c2)C(=O)N1CCN1CCOCC1,NHDKIHVMWHGCTA-UUYOSTAYSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1SC(=Cc2ccc3c(cnn3Cc3ccccc3)c2)C(=O)N1CCN1CCOCC1,CC1CC(CC2CCC3C(CC4CCCCC4)CCC3C2)C(C)C1CCC1CCCCC1,550.99,37,5.125,67.67,0,6,6,5,3,0.32,0,0.4,,0
chembl_scaffold_classes_set2,CHEMBL4174856,,CN1CC[C@@H](N2C(=O)S/C(=C\c3ccc4c(cnn4Cc4ccc(Cl)cc4C(F)(F)F)c3)C2=O)[C@H](F)C1,BQNYTHNYGPJDQV-FHNILQQJSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1SC(=Cc2ccc3c(cnn3Cc3ccccc3)c2)C(=O)N1C1CCNCC1,CC1CC(CC2CCC3C(CC4CCCCC4)CCC3C2)C(C)C1C1CCCCC1,552.98,37,5.835,58.44,0,5,4,5,3,0.32,2,0.3,,0
chembl_scaffold_classes_set2,CHEMBL4174941,,CN(C)c1ccccc1/C=C1\SC(=O)NC1=O,QXLGDSAFZXPNCP-YFHOEESVSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1NC(=O)C(=Cc2ccccc2)S1,CC1CC(C)C(CC2CCCCC2)C1,248.31,17,2.076,49.41,1,4,2,2,1,0.1667,0,0.81,,0
chembl_scaffold_classes_set2,CHEMBL4175809,,COc1ccc(/C=C2\SC(=O)NC2=O)c(O)c1,XNAZNOSBJGNTTM-WTKPLQERSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1NC(=O)C(=Cc2ccccc2)S1,CC1CC(C)C(CC2CCCCC2)C1,251.26,17,1.725,75.63,2,5,2,2,1,0.0909,0,0.78,,0
chembl_scaffold_classes_set2,CHEMBL4175927,,CN1CC[C@@H](N2C(=O)S/C(=C\c3ccc4c(cnn4Cc4ccc(Cl)cc4C(F)(F)F)c3)C2=O)[C@H](O)C1,SWQZQGXFKNCUKD-JEEUTQCASA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1SC(=Cc2ccc3c(cnn3Cc3ccccc3)c2)C(=O)N1C1CCNCC1,CC1CC(CC2CCC3C(CC4CCCCC4)CCC3C2)C(C)C1C1CCCCC1,550.99,37,4.858,78.67,1,6,4,5,3,0.32,2,0.47,,0
chembl_scaffold_classes_set2,CHEMBL4176920,,O=C1S/C(=C\c2ccc(OCC(O)CNCc3cccnc3)cc2)C(=O)N1Cc1ccccc1Br,BZTLZPOGYBIHSE-MSXFZWOLSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1SC(=Cc2ccc(OCCCNCc3cccnc3)cc2)C(=O)N1Cc1ccccc1,CC1CC(CC2CCC(CCCCCCC3CCCCC3)CC2)C(C)C1CC1CCCCC1,554.47,35,4.61,91.76,2,7,10,4,3,0.1923,1,0.35,,0
chembl_scaffold_classes_set2,CHEMBL4177113,,NS(=O)(=O)NC(=O)CN1C(=O)S/C(=C\c2ccc3c(cnn3Cc3ccc(Cl)cc3C(F)(F)F)c2)C1=O,SELUGOLSBVLXAV-FMQZQXMHSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1NC(=O)C(=Cc2ccc3c(cnn3Cc3ccccc3)c2)S1,CC1CC(C)C(CC2CCC3C(CC4CCCCC4)CCC3C2)C1,573.96,37,3.113,144.46,2,7,6,4,3,0.1429,0,0.43,,0
chembl_scaffold_classes_set2,CHEMBL4202491,,Cc1cc(Oc2ccc(/C=C3\SC(=O)NC3=O)cc2)cc(C)c1Cl,WLXQKPORUADWCG-DHDCSXOGSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1NC(=O)C(=Cc2ccc(Oc3ccccc3)cc2)S1,CC1CC(C)C(CC2CCC(CC3CCCCC3)CC2)C1,359.83,24,5.073,55.4,1,4,3,3,2,0.1111,0,0.78,,0
chembl_scaffold_classes_set2,CHEMBL4202905,,O=C(O)[C@H](Cc1ccccc1)N1C(=O)S/C(=C\c2cccc(Br)c2)C1=O,BBPCIVHDTKLCKQ-CNYBTUBUSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1SC(=Cc2ccccc2)C(=O)N1CCc1ccccc1,CC1CC(CC2CCCCC2)C(C)C1CCC1CCCCC1,432.3,26,4.181,74.68,1,4,5,3,2,0.1053,1,0.72,,0
chembl_scaffold_classes_set2,CHEMBL4203274,,CC(C)C[C@@H](C(=O)O)N1C(=O)S/C(=C\c2ccc(O)cc2)C1=O,SMDUHNYGGBJADL-OEMOTLHWSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1NC(=O)C(=Cc2ccccc2)S1,CC1CC(C)C(CC2CCCCC2)C1,335.38,23,2.928,94.91,2,5,5,2,1,0.3125,1,0.8,,0
chembl_scaffold_classes_set2,CHEMBL4203453,,Cc1cc(Oc2ccc(/C=C3\SC(=O)N([C@@H](CC(C)C)C(N)=O)C3=O)cc2)cc(C)c1Cl,SVDKXRVROYHTQB-SCWSXOCZSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1NC(=O)C(=Cc2ccc(Oc3ccccc3)cc2)S1,CC1CC(C)C(CC2CCC(CC3CCCCC3)CC2)C1,472.99,32,5.685,89.7,1,5,7,3,2,0.2917,1,0.52,,0
chembl_scaffold_classes_set2,CHEMBL4203606,,Cc1cc(Oc2ccc(/C=C3\SC(=O)N([C@@H](C)C(=O)O)C3=O)cc2)cc(C)c1Cl,LGKWJROSQFESLU-NWRYFCBHSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1NC(=O)C(=Cc2ccc(Oc3ccccc3)cc2)S1,CC1CC(C)C(CC2CCC(CC3CCCCC3)CC2)C1,431.9,29,5.259,83.91,1,5,5,3,2,0.1905,1,0.65,,0
chembl_scaffold_classes_set2,CHEMBL4203914,,CC(C)C[C@@H](C(=O)O)N1C(=O)S/C(=C\c2cccc(Br)c2)C1=O,CJWMSXUUCYEISJ-OEMOTLHWSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1NC(=O)C(=Cc2ccccc2)S1,CC1CC(C)C(CC2CCCCC2)C1,398.28,23,3.985,74.68,1,4,5,2,1,0.3125,1,0.76,,0
chembl_scaffold_classes_set2,CHEMBL4206345,,CCc1cnc(N2CCC(c3nc(COc4ccc(/C=C5\SC(=O)NC5=O)cc4F)cs3)CC2)nc1,OIHLKSMZSFFWLC-FBHDLOMBSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1NC(=O)C(=Cc2ccc(OCc3csc(C4CCN(c5ncccn5)CC4)n3)cc2)S1,CC1CC(C)C(CC2CCC(CCC3CCC(C4CCC(C5CCCCC5)CC4)C3)CC2)C1,525.63,36,4.922,97.31,1,9,7,5,3,0.32,0,0.43,,0
chembl_scaffold_classes_set2,CHEMBL4206480,,CC(C)C[C@@H](C(=O)O)N1C(=O)S/C(=C\c2ccc(C(C)(C)C)cc2)C1=O,INSWWZYXYNDVSP-CNYBTUBUSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1NC(=O)C(=Cc2ccccc2)S1,CC1CC(C)C(CC2CCCCC2)C1,375.49,26,4.52,74.68,1,4,5,2,1,0.45,1,0.77,,0
chembl_scaffold_classes_set2,CHEMBL4206496,,Cc1cc(Oc2ccc(/C=C3\SC(=O)N([C@H](CC(C)C)C(=O)O)C3=O)cc2)cc(C)c1Cl,IAAARCIENVFTHV-CNJGYECJSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1NC(=O)C(=Cc2ccc(Oc3ccccc3)cc2)S1,CC1CC(C)C(CC2CCC(CC3CCCCC3)CC2)C1,473.98,32,6.285,83.91,1,5,7,3,2,0.2917,1,0.48,,0
chembl_scaffold_classes_set2,CHEMBL4208097,,CC(C)C[C@@H](C(=O)O)N1C(=O)S/C(=C\c2ccccc2)C1=O,HBYVZFJATUTLJL-VWLVURMCSA-N,thiazolidinedione,"тиазолидин-2,4-дион",O=C1CSC(=O)N1,"пятичленный цикл: S, N и 2 C=O",серосодержащий гетероцикл,агонисты PPAR-гамма (сахарный диабет 2 типа),"розиглитазон, пиоглитазон",thiazolidinedione,1,0,O=C1NC(=O)C(=Cc2ccccc2)S1,CC1CC(C)C(CC2CCCCC2)C1,319.38,22,3.222,74.68,1,4,5,2,1,0.3125,1,0.84,,0
